index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,11,0,0,0,10.000000000000002,20,10.0,7.894834683771316,10,1.9,47.192790237701644,10,56.0,49.0,20,49.0,9,0.5960000000000002,43200,109,0,0.0,1090.0000000000002,False,-0.04021677124928694,1,0.633,43032,111,0,0.0,1110.0000000000002,False,-0.04368335600509018,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,82335,0,50,1.0,2359.6395118850824,False,0.026977284538342448,4,0.7890000000000001,103350,0,0,0.0,0.0,False,-0.010720781085479084,13,1.0140000000000002,100712,35,0,0.0,1651.7476583195576,False,-0.028066681064805362,0.16666666666666666,455020,0.0,0.0,15,0,0,9,14,14.0,18,27,9,83.0,27.0,7,4,9,907,4.627757911977824,119.64340823201928
11,9,0,0,0,10.000000000000002,20,10.0,7.803377431206839,6,6.666666666666667,47.8579324317204,5,55.6,49.00000000000001,20,49.0,4,0.6270000000000001,43046,116,0,0.0,1160.0000000000002,False,-0.04282768002106279,2,0.6520000000000001,42852,124,0,0.0,1240.0000000000002,False,-0.04620650313747861,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,82573,0,51,0.6,2440.7545540177402,False,0.030402691518904946,11,0.8950000000000002,102965,0,3,0.3,147.00000000000003,False,-0.013702498324877955,9,1.0910000000000002,100448,37,0,0.0,1770.7434999736547,False,-0.030024200727607718,0.15,454275,0.0,0.0,15,0,0,6,12,12.0,22,28,11,86.0,33.0,6,3,11,478,4.611664920987096,124.25507315300638
12,11,0,0,0,10.000000000000002,20,10.0,7.533101562631489,3,1.0,48.48351633132232,5,55.6,49.000000000000014,20,49.0,0,0.6230000000000001,42946,126,0,0.0,1260.0000000000002,False,-0.04392470051340559,3,0.6800000000000002,42668,134,0,0.0,1340.0000000000002,False,-0.04914651805695731,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,82848,0,49,0.3,2375.6923002347935,False,0.03338431832020514,5,0.9340000000000002,102773,0,5,0.5,245.00000000000006,False,-0.015071312338470375,12,1.2020000000000004,100190,37,0,0.0,1793.890104258926,False,-0.03238302812166685,0.13333333333333333,453816,0.0,0.0,15,0,0,11,10,10.0,19,30,11,140.0,18.0,9,2,11,625,4.548606063995976,128.80367921700235
13,11,0,0,0,10.000000000000002,20,10.0,7.603620306701562,2,10.0,48.816608259188534,3,55.0,49.00000000000001,20,49.0,0,0.6230000000000001,42826,138,0,0.0,1380.0000000000002,False,-0.04524112510421695,2,0.6970000000000001,42550,142,0,0.0,1420.0000000000002,False,-0.05085787002501207,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,82993,0,48,0.2,2343.1971964410495,False,0.034967580307922075,4,0.9690000000000003,102969,0,0,0.0,0.0,False,-0.01436776107973581,11,1.3000000000000003,99804,40,0,0.0,1952.6643303675414,False,-0.035317965299284236,0.03333333333333333,453533,0.0,0.0,13,0,0,8,11,11.0,20,28,12,108.0,9.0,8,3,12,610,4.675215120019857,133.4788943370222
14,12,0,0,0,10.000000000000002,20,10.0,6.9429553089251215,7,1.0,49.148919013957844,3,55.0,49.00000000000001,20,49.0,4,0.6630000000000001,42614,148,0,0.0,1480.0000000000002,False,-0.048795471499407606,3,0.7250000000000001,42366,152,0,0.0,1520.0000000000002,False,-0.05379788494449076,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,83151,0,52,0.7,2555.743788725808,False,0.03821733493639904,11,1.075,102583,0,3,0.3,147.00000000000003,False,-0.017359050445103857,9,1.3790000000000002,99638,40,0,0.0,1965.9567605583138,False,-0.03684331980205657,0.16666666666666666,452743,0.0,0.0,12,0,0,9,14,14.0,21,30,15,123.0,22.0,8,4,15,365,4.697643648018129,138.17653798504034
15,15,0,0,0,10.000000000000002,20,10.0,6.395291519465848,24,4.958333333333333,49.87983619054981,6,56.0,49.0,20,49.0,4,0.6990000000000001,42382,160,0,0.0,1600.0000000000002,False,-0.05256922199306683,20,0.9220000000000002,41641,160,0,0.0,1600.0000000000002,False,-0.06882706568958707,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,83368,14,56,1.0,2882.8049079433113,False,0.04289669893350608,8,1.1440000000000003,102439,0,3,0.3,147.0,False,-0.018737436584665455,9,1.4600000000000004,99321,43,0,0.0,2144.8329561936416,False,-0.03902157099553147,0.21666666666666667,451542,0.0,0.0,14,0,0,11,11,10.25,21,32,15,165.0,19.0,11,4,15,536,5.314482302987017,143.49102028802736
16,15,0,0,0,10.000000000000002,20,10.0,5.8618265191423164,9,1.2222222222222223,50.430055905242554,5,56.0,49.0,20,49.0,2,0.7150000000000001,42226,170,0,0.0,1700.0000000000002,False,-0.05489490543683356,7,0.9720000000000002,41337,170,0,0.0,1700.0000000000002,False,-0.07439992979068849,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,83637,13,61,1.0,3152.4371549686457,False,0.04786240426807742,8,1.2160000000000002,102231,0,4,0.4,196.0,False,-0.020493921700009573,9,1.5410000000000004,99115,44,0,0.0,2218.9224598306723,False,-0.040638831914278375,0.2333333333333333,450937,0.0,0.0,17,0,0,12,11,10.75,21,33,15,169.0,18.0,12,3,15,578,4.750273459008895,148.24129374703625
17,15,0,0,0,10.000000000000002,20,10.0,5.8618265191423164,0,,50.644061991408556,2,56.0,48.99999999999999,20,49.0,0,0.7130000000000001,42136,179,0,0.0,1790.0000000000002,False,-0.05588222387994208,0,0.9650000000000001,41227,181,0,0.0,1810.0000000000002,False,-0.07560665233226557,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,83749,3,69,1.0,3512.0257569646174,False,0.051450583225517425,7,1.2780000000000002,102326,0,0,0.0,0.0,False,-0.020522638077917106,9,1.6220000000000003,98848,46,0,0.0,2329.6268516047935,False,-0.04266475135634735,0.16666666666666666,450677,0.0,0.0,14,0,0,13,8,8.0,21,34,15,182.0,14.0,12,3,15,508,22.31485242303461,170.55614617007086
18,15,0,0,0,10.000000000000002,20,10.0,5.4143980942518555,10,1.9,50.966393875892905,3,56.0,48.999999999999986,20,49.0,7,0.7830000000000001,41827,190,0,0.0,1900.0000000000002,False,-0.06145508798104349,3,0.9950000000000001,41053,190,0,0.0,1900.0000000000002,False,-0.07843696520250998,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,83898,3,76,1.0,3889.6891288506163,False,0.05560488145036716,13,1.401,101873,0,3,0.3,146.99999999999994,False,-0.024155259883220065,7,1.6830000000000003,98742,46,0,0.0,2344.4541182910734,False,-0.043608432476830376,0.21666666666666667,449784,0.0,0.0,11,0,0,11,13,13.0,22,33,13,166.0,37.0,11,4,13,368,3.3459710640017875,173.90211723407265
19,13,0,0,0,10.000000000000002,20,10.0,4.665871267663809,19,1.5263157894736843,51.28188948919645,3,56.0,48.99999999999999,20,49.0,3,0.806,41653,199,0,0.0,1990.0000000000005,False,-0.06428540085128791,16,1.1520000000000001,40399,201,0,0.0,2010.0000000000005,False,-0.09157927070077669,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,84037,12,83,1.0,4312.387282815272,False,0.0599131053652517,7,1.4580000000000004,101916,0,0,0.0,0.0,False,-0.024447209725279986,10,1.7760000000000005,98390,49,0,0.0,2512.812584970626,False,-0.04617204659246381,0.16666666666666666,448786,0.0,0.0,16,0,0,10,13,13.0,22,32,10,146.0,32.0,10,3,10,515,3.8274317319737747,177.72954896604642
20,10,0,0,0,10.000000000000002,20,10.0,4.497243842893778,8,2.625,51.52396753787395,3,55.0,48.99999999999999,20,49.0,3,0.8330000000000002,41482,208,0,0.0,2080.0000000000005,False,-0.06704989249199175,5,1.1860000000000002,40159,212,0,0.0,2120.0000000000005,False,-0.09563824652244504,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,84181,10,90,1.0,4682.129516837593,False,0.06395721595183036,12,1.5710000000000004,101503,0,3,0.3,146.99999999999997,False,-0.02769694649181583,8,1.8460000000000003,98264,49,0,0.0,2524.6744093558236,False,-0.047321363025960454,0.21666666666666667,447980,0.0,0.0,10,0,0,10,11,11.0,22,32,8,111.0,6.0,8,2,8,365,3.501049077953212,181.23059804399963
21,8,0,0,0,10.000000000000002,20,10.0,4.497243842893778,0,,51.52396753787395,0,,48.99999999999999,20,49.0,0,0.8300000000000003,41372,219,0,0.0,2190.0000000000005,False,-0.06825661503356882,0,1.181,40069,221,0,0.0,2210.0000000000005,False,-0.09662556496555355,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,84181,0,100,1.0,5152.396753787395,False,0.06684864151810346,12,1.679,101388,0,0,0.0,0.0,False,-0.02950129223700584,5,1.8880000000000003,98207,49,0,0.0,2524.6744093558236,False,-0.04786697420620359,0.16666666666666666,447608,0.0,0.0,13,0,0,10,10,9.5,20,30,11,118.0,0.0,8,0,11,298,3.5352801859844476,184.76587822998408
22,11,0,0,0,10.000000000000002,20,10.0,4.410942215929903,11,3.727272727272727,51.758466598689374,3,55.0,48.99999999999999,20,49.0,6,0.8900000000000001,41124,227,0,0.0,2270.0000000000005,False,-0.07282022028171486,5,1.231,39829,233,0,0.0,2330.0000000000005,False,-0.10057483873798763,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,84305,1,107,1.0,5542.566868275693,False,0.07077241344963597,9,1.7570000000000001,101061,0,3,0.3,146.99999999999997,False,-0.0319278261701924,11,1.9930000000000003,97982,49,0,0.0,2536.1648633357795,False,-0.04996570851279897,0.21666666666666667,446692,0.0,0.0,13,0,0,6,17,17.0,22,28,15,104.0,20.0,7,4,15,365,4.157007768983021,188.9228859989671
23,15,0,0,0,10.000000000000002,20,10.0,4.2244826240267965,11,2.727272727272727,52.34734661982056,7,55.714285714285715,48.99999999999999,20,49.0,2,0.9040000000000001,40948,240,0,0.0,2400.0000000000005,False,-0.07525560577471588,9,1.316,39492,240,0,0.0,2400.0000000000005,False,-0.10720084251173811,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,84665,2,110,1.0,5766.657093428315,False,0.07657712702394405,3,1.778,101070,0,2,0.2,97.99999999999999,False,-0.03207619412271465,14,2.1220000000000003,97373,54,0,0.0,2826.7567174703104,False,-0.05440434231133196,0.19999999999999998,445939,0.0,0.0,19,0,0,10,12,12.0,21,31,16,173.0,22.0,11,4,16,737,3.4578715449897572,192.38075754395686
24,16,0,0,0,10.000000000000002,20,10.0,4.1758035432865155,2,2.0,52.86576402838581,7,56.0,48.99999999999999,20,49.0,2,0.9220000000000002,40774,252,0,0.0,2520.0000000000005,False,-0.07775681249725745,0,1.3070000000000002,39412,248,0,0.0,2480.0000000000005,False,-0.10807845890561235,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,85053,0,107,0.4,5656.636751037282,False,0.08067188518978674,3,1.8050000000000002,100967,0,3,0.3,146.99999999999997,False,-0.032827606011295106,15,2.258000000000001,96766,58,0,0.0,3066.214313646377,False,-0.059068563637185934,0.11666666666666665,445363,0.0,0.0,18,0,0,12,13,13.0,20,32,16,200.0,19.0,13,3,16,690,3.9791613449924625,196.35991888894932
25,16,0,0,0,10.000000000000002,20,10.0,4.137657770448944,1,1.0,53.064181975906536,3,56.0,48.99999999999999,20,49.0,0,0.9200000000000002,40704,259,0,0.0,2590.0000000000005,False,-0.0785247268418974,1,1.3170000000000002,39254,261,0,0.0,2610.0000000000005,False,-0.11011891702136996,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,85220,0,105,0.1,5571.739107470186,False,0.08220348438576858,6,1.862,101026,0,0,0.0,0.0,False,-0.032966401837848186,11,2.3530000000000006,96388,61,0,0.0,3236.915100530299,False,-0.06186984253598983,0.016666666666666666,444983,0.0,0.0,11,0,0,11,11,10.5,25,36,13,165.0,26.0,11,5,13,466,3.995380453998223,200.35529934294755
26,13,0,0,0,10.000000000000002,20,10.0,4.078025885107933,6,3.3333333333333335,53.42625945476444,6,56.0,48.99999999999999,20,49.0,5,0.9700000000000002,40489,267,0,0.0,2670.0000000000005,False,-0.0823642985650972,1,1.326,39115,273,0,0.0,2730.0000000000005,False,-0.11185220939927158,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,85536,0,105,0.6,5609.757242750266,False,0.08632307302388227,10,1.9560000000000002,100665,0,3,0.3,146.99999999999997,False,-0.03571838805398679,10,2.4420000000000006,96028,64,0,0.0,3419.2806051049242,False,-0.06444299509378326,0.15,444224,0.0,0.0,11,0,0,9,14,14.0,22,31,11,122.0,21.0,8,5,11,536,4.52929508802481,204.88459443097236
27,11,0,0,0,10.000000000000002,20,10.0,3.7212902049405856,18,2.2777777777777777,53.59129713276054,3,56.0,48.99999999999999,20,49.0,14,1.1050000000000004,39899,281,0,0.0,2810.0000000000005,False,-0.09377331168546228,4,1.365,38943,279,0,0.0,2790.0000000000005,False,-0.11496774759752512,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,85663,8,112,1.0,6031.995600508705,False,0.0904809065340361,10,2.0460000000000007,100617,0,0,0.0,0.0,False,-0.03688140135924189,7,2.5020000000000007,95749,67,0,0.0,3590.616907894956,False,-0.06629359190248416,0.16666666666666666,443262,0.0,0.0,13,0,0,12,16,16.0,20,32,10,110.0,9.0,8,3,10,515,4.194742912019137,209.0793373429915
28,10,0,0,0,10.000000000000002,20,10.0,3.7795580047792834,8,4.375,53.59129713276054,0,,49.0,20,49.0,1,1.1010000000000002,39758,293,0,0.0,2930.0000000000005,False,-0.09555048488305762,7,1.431,38677,287,0,0.0,2870.0000000000005,False,-0.11992628022291456,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,85628,6,122,1.0,6560.815598225461,False,0.09330194905513615,11,2.1460000000000004,100410,0,0,0.0,0.0,False,-0.03886283143486168,9,2.585000000000001,95591,67,0,0.0,3590.616907894956,False,-0.06780598780561424,0.16666666666666666,442455,0.0,0.0,12,0,0,6,13,13.0,24,30,12,70.0,26.0,5,5,12,200,3.0020660330192186,212.0814033760107
29,12,0,0,0,10.000000000000002,20,10.0,3.7341171487308786,5,3.0,53.59129713276054,0,,49.0,20,49.0,5,1.1500000000000001,39548,301,0,0.0,3010.0000000000005,False,-0.09928035455702312,0,1.4240000000000002,38557,299,0,0.0,2990.0000000000005,False,-0.12124270481372593,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,85613,1,132,1.0,7077.785338673121,False,0.09629606951877823,15,2.2850000000000006,100037,0,0,0.0,0.0,False,-0.042433234421364985,5,2.626000000000001,95524,67,0,0.0,3590.616907894956,False,-0.06844732024554916,0.16666666666666666,441670,0.0,0.0,10,0,0,11,12,12.0,20,31,16,134.0,19.0,9,3,16,200,3.82865377899725,215.91005715500796
30,16,0,0,0,10.000000000000002,20,10.0,3.69915378689117,1,1.0,53.89172068348909,6,56.0,48.99999999999999,20,49.0,1,1.155,39400,313,0,0.0,3130.0000000000005,False,-0.10121111062354644,0,1.4240000000000002,38477,307,0,0.0,3070.0000000000005,False,-0.12212032120760016,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,85948,0,128,0.2,6898.140247486604,False,0.09931100359984868,14,2.4100000000000006,99596,0,2,0.2,97.99999999999999,False,-0.046185507801282666,6,2.681000000000001,95216,71,0,0.0,3826.3121685277256,False,-0.07026748268149845,0.06666666666666667,441028,0.0,0.0,15,0,0,9,12,12.0,21,30,14,158.0,27.0,12,4,14,536,3.0376806219574064,218.94773777696537
31,14,0,0,0,10.000000000000002,20,10.0,3.661339678434635,1,1.0,53.89172068348909,0,,49.0,20,49.0,0,1.1540000000000004,39280,325,0,0.0,3250.0000000000005,False,-0.1025275352143578,1,1.4340000000000002,38369,315,0,0.0,3150.0000000000005,False,-0.12361226907718637,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,85947,0,129,0.1,6952.031968170093,False,0.09963005846073018,6,2.456000000000001,99611,0,0,0.0,0.0,False,-0.046510960084234707,12,2.795000000000001,94968,71,0,0.0,3826.3121685277256,False,-0.07264136992185453,0.016666666666666666,440566,0.0,0.0,14,0,0,11,9,9.0,21,32,13,145.0,30.0,9,5,13,298,3.320037133002188,222.26777490996756
32,13,0,0,0,10.000000000000002,20,10.0,3.4392027004856427,12,2.25,54.18514549785803,7,56.0,49.0,20,49.0,10,1.2540000000000002,38872,335,0,0.0,3350.0000000000005,False,-0.11038220193953223,2,1.4530000000000003,38219,325,0,0.0,3250.0000000000005,False,-0.12580631006187196,0,0.2,82391,0,0,0.0,0.0,False,0.01315773293491226,0,0.2,86312,2,132,1.0,7159.317611118231,False,0.1053929342428046,14,2.5900000000000007,99109,0,3,0.3,147.0,False,-0.050612616062027375,6,2.843000000000001,94657,75,0,0.0,4063.885912339352,False,-0.07448125819690175,0.21666666666666667,439560,0.0,0.0,16,0,0,11,17,17.0,17,28,11,135.0,27.0,9,4,11,592,3.398305676993914,225.66608058696147
