index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
106,24,0,0,0,10.0,20,10.0,2.7631729057506336,26,2.3846153846153846,41.67147359035271,0,,41.0,11,41.0,14,7.567000000000002,17231,1058,0,0.0,10580.0,False,-0.5218674366268948,12,7.403000000000001,17477,1082,0,0.0,10820.0,False,-0.5140970659419982,0,0.2,82924,24,434,1.0,18151.735687951095,False,0.33350535350952365,0,0.263,79223,0,294,0.5,12251.413235563698,False,0.23709913782640996,0,0.2,95452,0,0,0.0,0.0,False,0.0,11,9.454,51108,871,0,0.0,36295.85349719721,False,-0.2744423715731613,0.25,343415,0.0,0.0,8,0,0,7,10,10.0,9,16,17,227.0,77.0,16,8,17,200,1.3546805446967483,138.59518153499812
107,17,0,0,0,10.0,20,10.0,2.6800639521960323,17,1.9411764705882353,41.93373021635268,5,46.0,40.99999999999999,11,41.0,8,7.633000000000003,16928,1070,0,0.0,10700.0,False,-0.5270264532291622,9,7.481000000000001,17182,1090,0,0.0,10900.0,False,-0.5195108487962294,0,0.2,82902,25,444,1.0,18685.57781486549,False,0.3370553971885136,0,0.263,79442,0,295,0.6,12370.45041382404,False,0.24113616568700286,0,0.2,95452,0,0,0.0,0.0,False,0.0,11,9.553,50702,876,0,0.0,36733.94766952495,False,-0.27640097813809594,0.26666666666666666,342608,0.0,0.0,9,0,0,4,10,10.0,4,8,19,118.0,64.0,8,9,19,430,0.8700976790860295,139.46527921408415
108,19,0,0,0,10.0,20,10.0,2.6747986423329304,16,2.625,41.93373021635268,0,,40.99999999999999,13,41.0,11,7.735000000000001,16578,1080,0,0.0,10800.0,False,-0.5333956095282578,5,7.521999999999999,16972,1100,0,0.0,11000.0,False,-0.5229077321557472,0,0.2,82880,21,454,1.0,19094.084289713108,False,0.3396970930245476,0,0.263,79422,0,305,1.0,12789.787715987566,False,0.24388534530581935,0,0.2,95452,0,0,0.0,0.0,False,0.0,13,9.672,50466,876,0,0.0,36733.94766952495,False,-0.2788734250223938,0.3333333333333333,341770,0.0,0.0,7,0,0,3,9,9.0,7,10,13,143.0,58.0,10,9,13,200,0.9936342220753431,140.4589134361595
109,13,0,0,0,10.0,20,10.0,2.6213538623090398,21,2.238095238095238,42.28091620475148,15,44.0,40.99999999999999,12,41.0,6,7.784000000000002,16368,1088,0,0.0,10880.0,False,-0.5370047980977454,15,7.667,16464,1112,0,0.0,11120.0,False,-0.5324190055623965,0,0.2,83534,17,449,1.0,19028.694391592664,False,0.3487026886955738,0,0.263,79381,5,315,1.0,13331.59537380826,False,0.24721771951274993,0,0.2,95452,0,0,0.0,0.0,False,0.0,12,9.779,49608,891,0,0.0,37672.29633843357,False,-0.28294694538389153,0.3333333333333333,340807,0.0,0.0,10,0,0,5,10,10.0,3,8,16,112.0,29.0,8,5,16,860,0.9722278900444508,141.43114132620394
110,16,0,0,0,10.0,20,10.0,2.6261948303030214,2,3.0,40.64875074176836,11,28.727272727272727,40.99999999999999,8,41.0,2,7.798000000000001,16228,1098,0,0.0,10980.0,False,-0.538915544987474,0,7.652,16364,1122,0,0.0,11220.0,False,-0.5334805316122457,0,0.2,83754,7,454,1.0,18472.916200574957,False,0.3478636068514368,0,0.263,79471,0,316,0.7,12845.005234398803,False,0.24499576201532658,0,0.2,95452,0,0,0.0,0.0,False,0.0,8,9.847,49194,902,0,0.0,36665.17316907506,False,-0.2925597516601274,0.2833333333333333,340463,0.0,0.0,10,0,0,7,4,4.0,6,13,18,177.0,54.0,13,3,18,516,1.1105309594422579,142.5416722856462
111,18,0,0,0,10.0,20,10.0,2.6411176906334046,17,2.764705882352941,40.840886486194414,5,44.0,40.999999999999986,10,41.0,7,7.866000000000002,16018,1105,0,0.0,11050.0,False,-0.5426308861619464,10,7.7520000000000024,15987,1135,0,0.0,11350.0,False,-0.5401044541633052,0,0.2,83942,9,459,1.0,18769.736956378936,False,0.3527397555940553,0,0.263,79456,0,321,0.5,13109.924562068407,False,0.24669829805386495,0,0.2,95452,0,0,0.0,0.0,False,0.0,10,9.939000000000002,48832,907,0,0.0,37042.68404297833,False,-0.2943747431013581,0.25,339687,0.0,0.0,8,0,0,7,8,8.0,6,13,22,194.0,75.0,13,5,22,420,1.0402844874188304,143.58195677306503
112,22,0,0,0,10.0,20,10.0,2.6445548472443114,7,2.7142857142857144,40.0609272202277,20,37.0,40.999999999999986,11,41.0,2,7.879000000000002,15866,1116,0,0.0,11160.0,False,-0.544690246698654,5,7.792000000000001,15797,1144,0,0.0,11440.0,False,-0.543182879707868,0,0.2,84363,6,459,1.0,18403.832923167978,False,0.35619017642277956,0,0.263,79756,0,311,0.0,12458.948365490814,False,0.24632885713709632,0,0.2,95452,0,0,0.0,0.0,False,0.0,11,10.039000000000001,47930,927,0,0.0,37136.479533151076,False,-0.303333196092533,0.16666666666666666,339164,0.0,0.0,11,0,0,9,6,6.0,7,16,23,222.0,63.0,16,6,23,940,1.3926012441515923,144.97455801721662
113,23,0,0,0,10.0,20,10.0,2.6190010264902632,33,2.515151515151515,40.27125683170437,5,44.0,40.99999999999999,10,41.0,19,8.067000000000002,15287,1123,0,0.0,11230.0,False,-0.556239650121014,14,7.927000000000002,15308,1157,0,0.0,11570.0,False,-0.5521846206105898,0,0.2,84328,10,469,1.0,18913.40946433425,False,0.35937592921058004,0,0.263,79928,9,316,1.0,12749.288168056994,False,0.2509261220163281,0,0.2,95452,0,0,0.0,0.0,False,0.0,10,10.128,47560,932,0,0.0,37532.811367148475,False,-0.30513341068207855,0.3333333333333333,337863,0.0,0.0,9,0,0,8,12,12.0,6,14,22,213.0,102.0,14,9,22,420,1.1012236811220646,146.0757816983387
114,22,0,0,0,10.0,20,10.0,2.591734837778812,12,2.25,40.480088178365534,5,44.0,41.0,9,41.0,8,8.128000000000004,15016,1132,0,0.0,11320.0,False,-0.5610377478663326,4,7.953000000000001,15112,1168,0,0.0,11680.0,False,-0.5551781240711647,0,0.2,84310,8,479,1.0,19410.696116139323,False,0.36271902216332075,0,0.263,80139,3,321,1.0,13001.883509768673,False,0.2558151317546395,0,0.2,95452,0,0,0.0,0.0,False,0.0,9,10.208,47210,937,0,0.0,37929.842623128505,False,-0.30672043213799344,0.3333333333333333,337239,0.0,0.0,7,0,0,6,8,8.0,6,12,16,154.0,73.0,12,10,16,420,1.2980830650776625,147.37386476341635
115,16,0,0,0,10.0,20,10.0,2.641679258145507,12,3.25,40.68629568109651,5,44.0,41.00000000000001,12,41.0,7,8.190000000000003,14769,1142,0,0.0,11420.0,False,-0.5652201605027387,5,7.9990000000000006,14912,1178,0,0.0,11780.0,False,-0.5583627022207125,0,0.2,84286,5,489,1.0,19908.80698434692,False,0.3659811206124488,0,0.263,80344,0,324,0.8,13182.359800675269,False,0.2600945036358023,0,0.2,95452,0,0,0.0,0.0,False,0.0,12,10.319,46784,942,0,0.0,38326.49053159291,False,-0.30910567336675543,0.3,336547,0.0,0.0,9,0,0,5,8,8.0,5,10,14,115.0,33.0,10,6,14,420,1.0634633423760533,148.4373281057924
116,14,0,0,0,10.0,20,10.0,2.6021015804368752,16,2.25,41.01103903750527,5,46.0,41.00000000000001,8,41.0,12,8.303,14360,1154,0,0.0,11540.0,False,-0.5726296123306865,4,8.034,14740,1186,0,0.0,11860.0,False,-0.5611651309923146,0,0.2,84514,0,491,0.7,20136.420167415086,False,0.37093548555184797,0,0.263,80310,4,334,1.0,13708.095444848508,False,0.26341186129240407,0,0.2,95452,0,0,0.0,0.0,False,0.0,8,10.387,46450,947,0,0.0,38837.45396851749,False,-0.30992826777585863,0.2833333333333333,335826,0.0,0.0,9,0,0,3,8,8.0,4,7,14,115.0,47.0,7,7,14,430,0.9351184340193868,149.3724465398118
117,14,0,0,0,10.0,20,10.0,2.4970902029325925,12,1.25,39.12655456702667,6,16.0,41.00000000000001,13,41.0,4,8.331000000000001,14150,1166,0,0.0,11660.0,False,-0.5758141904802344,8,8.11,14469,1194,0,0.0,11940.0,False,-0.5660693813426182,0,0.2,84599,0,495,1.0,19367.644510678205,False,0.36659596549316714,0,0.263,80306,0,340,0.6,13303.028552789068,False,0.26041823247082274,0,0.2,95452,0,0,0.0,0.0,False,0.0,13,10.509000000000002,46118,953,0,0.0,37287.60650237642,False,-0.32152492089020446,0.26666666666666666,335094,0.0,0.0,9,0,0,3,10,10.0,5,8,15,105.0,44.0,8,6,15,296,0.9920868007466197,150.3645333405584
118,15,0,0,0,10.0,20,10.0,2.5509557128677227,10,3.3,39.97001025140446,15,44.0,41.00000000000001,14,41.0,9,8.417,13880,1173,0,0.0,11730.0,False,-0.580803362914526,1,8.112,14322,1207,0,0.0,12070.0,False,-0.567810284064371,0,0.2,85253,0,481,0.1,19225.574930925544,False,0.37504583881176917,0,0.263,80279,0,349,0.9,13949.533577740156,False,0.2647123072410906,0,0.2,95452,0,0,0.0,0.0,False,0.0,14,10.636000000000003,45204,968,0,0.0,38690.96992335952,False,-0.32374926704857143,0.16666666666666666,334390,0.0,0.0,9,0,0,5,8,8.0,6,11,18,171.0,42.0,11,4,18,860,0.8732726247981191,151.23780596535653
119,18,0,0,0,10.0,20,10.0,2.5760016656218374,15,2.8,40.5415848255422,10,45.0,41.000000000000014,10,41.0,6,8.468000000000002,13669,1182,0,0.0,11820.0,False,-0.5843276294000255,9,8.201,14002,1218,0,0.0,12180.0,False,-0.573436372128572,0,0.2,85448,0,485,0.9,19662.66864038797,False,0.38104005334310254,0,0.263,80492,0,350,0.6,14189.55468893977,False,0.26953917676899714,0,0.2,95452,0,0,0.0,0.0,False,0.0,10,10.722,44610,978,0,0.0,39649.66995938028,False,-0.32495039412804194,0.25,333673,0.0,0.0,10,0,0,5,8,8.0,7,12,17,159.0,34.0,12,6,17,650,1.1779127195477486,152.41571868490428
120,17,0,0,0,10.0,20,10.0,2.578757532239369,8,2.625,39.358151321355884,16,33.5,41.00000000000001,9,41.0,1,8.472000000000001,13528,1194,0,0.0,11940.0,False,-0.5860473016007813,7,8.262,13770,1226,0,0.0,12260.0,False,-0.5775126321599932,0,0.2,85651,0,486,0.6,19128.06154217896,False,0.3801079962761735,0,0.263,80804,0,341,0.2,13421.129600582357,False,0.2684924816322589,0,0.2,95452,0,0,0.0,0.0,False,0.0,9,10.802,43946,994,0,0.0,39122.00241342775,False,-0.3346708166752517,0.13333333333333333,333151,0.0,0.0,10,0,0,5,7,7.0,5,10,22,166.0,78.0,10,7,22,736,0.9513446483761072,153.36706333328038
121,22,0,0,0,10.0,20,10.0,2.6648557547563656,12,3.5833333333333335,39.614092644657816,5,44.0,41.00000000000001,11,41.0,0,8.471000000000002,13428,1204,0,0.0,12040.0,False,-0.5871088276506305,12,8.375,13391,1236,0,0.0,12360.0,False,-0.5844974735680014,0,0.2,85834,1,491,1.0,19453.184344281744,False,0.3851167858436733,0,0.263,80798,0,342,0.1,13548.019684472973,False,0.2693251270779737,0,0.2,95452,0,0,0.0,0.0,False,0.0,11,10.903000000000004,43552,999,0,0.0,39574.478552013155,False,-0.33642836948406973,0.18333333333333335,332455,0.0,0.0,8,0,0,8,8,8.0,8,16,20,210.0,34.0,16,6,20,420,1.2251687245443463,154.59223205782473
122,20,0,0,0,10.0,20,10.0,2.62794275630217,9,2.111111111111111,39.982735663055166,5,46.0,41.00000000000001,10,41.0,5,8.521000000000003,13198,1217,0,0.0,12170.0,False,-0.5906118636151331,4,8.403,13233,1243,0,0.0,12430.0,False,-0.5871088276506305,0,0.2,85830,0,496,0.5,19831.436888875363,False,0.3878001252980487,0,0.263,81013,0,342,0.5,13674.095596764866,False,0.27335518833445577,0,0.2,95452,0,0,0.0,0.0,False,0.0,10,10.991999999999999,43170,1004,0,0.0,40142.66660570739,False,-0.33745407845981545,0.16666666666666666,331896,0.0,0.0,8,0,0,7,6,6.0,7,14,19,207.0,73.0,14,6,19,430,0.9089243561029434,155.50115641392767
123,19,0,0,0,10.000000000000002,20,10.0,2.6068403771674715,24,2.5,39.982735663055166,0,,41.00000000000001,11,41.0,19,8.706000000000001,12603,1225,0,0.0,12250.000000000002,False,-0.6023948027684599,5,8.449,13003,1255,0,0.0,12550.000000000002,False,-0.590718016220118,0,0.2,85780,4,506,1.0,20241.691607014585,False,0.3900486411779406,0,0.263,81003,0,352,1.0,14073.922953395419,False,0.2761079195358482,0,0.2,95452,0,0,0.0,0.0,False,0.0,11,11.092000000000002,43006,1004,0,0.0,40142.66660570739,False,-0.3391722195150055,0.3333333333333333,330847,0.0,0.0,8,0,0,3,9,9.0,7,10,17,147.0,52.0,10,9,17,200,0.8485313039273024,156.34968771785498
124,17,0,0,0,10.000000000000002,20,10.0,2.603306315804499,19,2.5789473684210527,37.83391899699203,9,19.22222222222222,41.00000000000001,10,41.0,7,8.757000000000001,12302,1239,0,0.0,12390.000000000002,False,-0.6072990531187635,12,8.564,12653,1261,0,0.0,12610.000000000002,False,-0.5975117829391533,0,0.2,85861,4,511,1.0,19343.545832726148,False,0.3847135556284598,0,0.263,81046,0,357,0.9,13506.709081926156,False,0.27262040760335515,0,0.2,95452,0,0,0.0,0.0,False,0.0,10,11.181000000000001,42695,1013,0,0.0,38325.75994395293,False,-0.3519477855678617,0.31666666666666665,330009,0.0,0.0,10,0,0,6,10,10.0,7,13,16,157.0,12.0,13,4,16,373,1.044395063072443,157.39408278092742
125,16,0,0,0,10.000000000000002,20,10.0,2.6314011410984355,13,2.923076923076923,36.82365639787905,11,29.636363636363637,41.0,13,41.0,8,8.830000000000002,12054,1246,0,0.0,12460.000000000002,False,-0.6118211540911214,5,8.602,12423,1274,0,0.0,12740.000000000002,False,-0.6010148189036559,0,0.2,86088,0,513,0.7,18890.53573211195,False,0.3847207297481697,0,0.263,81107,0,361,1.0,13293.339959634337,False,0.2719582261427893,0,0.2,95452,0,0,0.0,0.0,False,0.0,13,11.301,42135,1024,0,0.0,37707.424151428146,False,-0.3610535968265299,0.2833333333333333,329259,0.0,0.0,10,0,0,5,9,9.0,4,9,12,132.0,49.0,9,7,12,526,0.6612853538244963,158.05536813475192
126,12,0,0,0,10.0,20,10.0,2.5696163474388065,32,2.3125,37.244154860823365,5,44.0,41.0,5,41.0,14,8.962,11587,1258,0,0.0,12580.0,False,-0.6204619761368944,18,8.777,11848,1282,0,0.0,12820.0,False,-0.612373147637043,0,0.2,86252,11,518,1.0,19320.73799772833,False,0.3902156657950192,0,0.263,81089,1,371,1.0,13820.151069712907,False,0.27551529235489347,0,0.2,95452,0,0,0.0,0.0,False,0.0,5,11.338000000000003,41863,1029,0,0.0,38324.23535178724,False,-0.36067219465392425,0.3333333333333333,328091,0.0,0.0,9,0,0,1,11,11.0,4,5,10,58.0,43.0,5,7,10,420,0.4202227955684066,158.47559093032032
127,10,0,0,0,10.0,20,10.0,2.5151859565499533,6,1.1666666666666667,36.4095579841039,10,30.0,41.0,10,41.0,1,8.958,11446,1270,0,0.0,12700.0,False,-0.6221816483376502,5,8.809000000000001,11654,1290,0,0.0,12900.0,False,-0.6156426478705788,0,0.2,86467,6,523,1.0,19057.28994142564,False,0.39142272137978606,0,0.263,81167,0,368,0.2,13398.717338150234,False,0.2735916086022106,0,0.2,95452,0,0,0.0,0.0,False,0.0,10,11.433000000000002,41417,1039,0,0.0,37829.53074548395,False,-0.3679360791524329,0.19999999999999998,327603,0.0,0.0,10,0,0,2,7,7.0,1,3,6,46.0,29.0,3,7,6,500,0.27548568043857813,158.7510766107589
128,6,0,0,0,10.0,20,10.0,2.584601135549512,4,5.0,36.86616203975885,5,44.0,41.0,9,41.0,2,8.977000000000002,11314,1279,0,0.0,12790.0,False,-0.6240287036643879,2,8.824000000000002,11514,1301,0,0.0,13010.0,False,-0.6174472421553225,0,0.2,86447,0,533,1.0,19649.664367191464,False,0.3954259567711112,0,0.263,81387,0,363,0.0,13382.416820432461,False,0.27666229523004787,0,0.2,95452,0,0,0.0,0.0,False,0.0,9,11.513000000000003,41069,1044,0,0.0,38488.27316950824,False,-0.3681312430881059,0.16666666666666666,327183,0.0,0.0,9,0,0,0,6,6.0,0,0,5,0.0,18.0,0,6,5,420,0.17197664454579353,158.9230532553047
129,5,0,0,0,10.0,0,,2.5985908868607117,2,3.5,37.3131074993171,5,44.0,41.0,9,41.0,1,8.985000000000001,11292,1279,0,0.0,12790.0,False,-0.6244957751263216,1,8.832,11497,1301,0,0.0,13010.0,False,-0.6178081610122712,0,0.2,86440,0,535,0.2,19962.512512134646,False,0.3975918055408289,0,0.263,81607,0,358,0.0,13358.092484755522,False,0.279674830664547,0,0.2,95452,0,0,0.0,0.0,False,0.0,9,11.594000000000003,40723,1049,0,0.0,39141.44976678363,False,-0.3683346091921404,0.03333333333333333,327011,0.0,0.0,1,0,0,0,6,6.0,0,0,2,0.0,15.0,0,5,2,220,0.1531649911776185,159.0762182464823
130,2,0,0,0,10.0,0,,2.5985908868607117,0,,37.748305158615594,5,44.0,41.0,12,41.0,0,8.984000000000002,11292,1279,0,0.0,12790.0,False,-0.6244957751263216,0,8.831000000000001,11497,1301,0,0.0,13010.0,False,-0.6178081610122712,0,0.2,86440,0,535,0.0,20195.343259859343,False,0.3992792049677446,0,0.263,81827,0,353,0.0,13325.151720991305,False,0.28262492006922135,0,0.2,95452,0,0,0.0,0.0,False,0.0,12,11.705000000000002,40297,1054,0,0.0,39786.71363718084,False,-0.36941754160635276,0.0,326805,0.0,0.0,1,0,0,0,5,5.0,0,0,1,0.0,6.0,0,2,1,220,0.13954818714410067,159.2157664336264
131,1,0,0,0,10.0,0,,2.5985908868607117,0,,39.40845854042145,25,44.0,41.0,9,41.0,0,8.984,11292,1279,0,0.0,12790.0,False,-0.6244957751263216,0,8.831,11497,1301,0,0.0,13010.0,False,-0.6178081610122712,0,0.2,87320,0,515,0.0,20295.356148317045,False,0.4127593175074796,0,0.263,82047,0,348,0.0,13714.143572066665,False,0.28863289104424256,0,0.2,95452,0,0,0.0,0.0,False,0.0,9,11.783000000000001,39073,1079,0,0.0,42521.72676511474,False,-0.36791409941585956,0.0,326681,0.0,0.0,5,0,0,0,3,3.0,0,0,0,0.0,3.0,0,1,0,1100,0.13221422210335732,159.34798065572977
