index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,22,0,0,0,10.000000000000002,20,10.0,32.44925785347811,61,34.032786885245905,22.510022349266336,15,27.333333333333332,49.99999999999999,20,50.0,5,0.259,65525,2,10,1.0,344.4925785347811,False,0.03705203297975365,0,0.2,65208,4,19,1.0,656.5358992160841,False,0.03451093843106611,0,0.2,94025,0,0,0.0,0.0,False,0.0,5,0.5020000000000001,88111.0,117,10,1.0,4021.663392349602,False,-0.04151202662935596,12,0.887,130208,62,0,0.0,1395.6213856545128,False,-0.013535510445756198,0,0.6590000000000001,132972,0,1,0.0,49.99999999999999,False,0.002223026028243734,0.5,576049,0.0,0.0,15,0,0,12,6,4.794117647058823,13,25,18,165.0,48.0,10,12,18,2314,2.653787628747523,63.426389653235674
11,18,0,0,0,10.000000000000002,20,10.0,32.229320918717804,43,31.46511627906977,22.510022349266336,0,,49.99999999999999,20,50.0,19,0.44400000000000006,65900,0,9,0.9,290.06388826846023,False,0.04254194071245823,0,0.2,65454,7,15,1.0,553.439813780767,False,0.03758042473386561,0,0.2,94025,0,0,0.0,0.0,False,0.0,0,0.49700000000000005,86758.0,150,20,1.0,5284.598584792997,False,-0.049185862351539565,9,0.9650000000000001,130107,62,0,0.0,1395.6213856545128,False,-0.01429661427237524,10,0.7590000000000001,132840,0,0,0.0,0.0,False,0.001039924040330967,0.48333333333333334,575084,0.0,0.0,15,0,0,9,7,6.75,13,22,22,129.0,45.0,8,10,22,926,2.5515692234039307,65.9779588766396
12,22,0,0,0,10.000000000000002,20,10.0,32.229320918717804,0,,28.617799640616326,88,35.14772727272727,50.0,20,50.0,0,0.42500000000000004,65760,4,19,1.0,652.3570974556383,False,0.04319145301859234,0,0.2,65394,3,25,1.0,835.7330229679451,False,0.03886134982610841,0,0.2,94025,0,0,0.0,0.0,False,0.0,68,1.177,85063.0,140,10,1.0,4798.282925026656,False,-0.0697990804305947,6,1.016,128920,90,0,0.0,2575.6019676554693,False,-0.01879548926295206,14,0.8890000000000002,130560,50,10,1.0,1930.8899820308163,False,-0.008866143758078841,0.6666666666666666,569722,0.0,0.0,7,0,0,13,9,8.666666666666666,15,28,20,204.0,42.0,13,9,20,200,2.754483354277909,68.73244223091751
13,20,0,0,0,10.000000000000002,20,10.0,32.29821510313447,17,33.0,32.59316742549185,38,49.73684210526316,50.0,20,50.0,0,0.42500000000000004,66221,4,12,1.0,427.5785812376136,False,0.048694385013714384,0,0.2,65294,3,35,1.0,1160.4375286097063,False,0.03984560006795348,0,0.2,94025,0,0,0.0,0.0,False,0.0,28,1.3890000000000002,84980.0,147,10,1.0,5073.769294415685,False,-0.06921686097093492,8,1.09,128026,106,0,0.0,3454.875747102136,False,-0.022219424925388698,2,0.8950000000000002,129920,62,10,1.0,2520.7763803804946,False,-0.011466381891830947,0.6666666666666666,568466,0.0,0.0,12,0,0,14,6,5.545454545454545,11,25,20,183.0,57.0,11,9,20,1261,2.387751704081893,71.1201939349994
14,20,0,0,0,10.000000000000002,20,10.0,32.29821510313447,0,,34.58127179153655,22,51.0,50.00000000000001,20,50.0,0,0.42500000000000004,66121,4,22,1.0,750.5607322689583,False,0.04966504129651903,0,0.2,65194,3,45,1.0,1483.419679641051,False,0.040816256350758126,0,0.2,94025,0,0,0.0,0.0,False,0.0,12,1.4810000000000005,85634.0,137,10,1.0,4770.668187044787,False,-0.06387307531483757,11,1.1920000000000002,126700,128,0,0.0,4426.4027893166785,False,-0.028551179374400295,0,0.893,130370,52,11,1.0,2348.2261331599007,False,-0.008725467087308836,0.6666666666666666,568044,0.0,0.0,10,0,0,9,5,4.545454545454545,15,24,21,150.0,73.0,10,10,21,650,2.210287529975176,73.33048146497458
15,21,0,0,0,10.000000000000002,20,10.0,31.220100810155838,16,19.6875,35.06993307529901,6,50.0,50.00000000000001,20,50.0,0,0.42500000000000004,66265,0,26,1.0,811.7226210640517,False,0.05242085730910853,0,0.2,65165,7,45,1.0,1474.9045364570127,False,0.040291274952304695,0,0.2,94025,0,0,0.0,0.0,False,0.0,0,1.4690000000000003,85619.0,143,14,1.0,4955.453478906471,False,-0.06304996820576188,10,1.2810000000000004,126516,128,0,0.0,4488.951433638274,False,-0.029702071432087362,0,0.8930000000000002,130570,48,11,1.0,2233.3567876143525,False,-0.007651140195270796,0.6666666666666666,568160,0.0,0.0,23,0,0,15,4,4.0,13,28,20,225.0,64.0,15,6,20,1315,2.390626692213118,75.7211081571877
16,20,0,0,0,10.000000000000002,20,10.0,31.56460933906123,46,32.82608695652174,34.53085568207099,60,33.0,50.000000000000014,20,50.0,0,0.42500000000000004,66285,2,32,1.0,1030.0674988499595,False,0.054459885547355695,0,0.2,66455,5,13,1.0,460.339921407796,False,0.05264672392587063,0,0.2,94025,0,0,0.0,0.0,False,0.0,46,1.929,84295.0,179,10,1.0,5995.373628512671,False,-0.07160131013819375,10,1.3710000000000004,126336,128,0,0.0,4419.949527305087,False,-0.031318482286231235,0,0.8930000000000002,129090,98,11,1.0,3934.0238568429572,False,-0.012396106099218743,0.6666666666666666,566486,0.0,0.0,16,0,0,13,5,4.766666666666667,16,29,21,252.0,63.0,14,6,21,2210,2.1003742469474673,77.82148240413517
17,21,0,0,0,10.000000000000002,20,10.0,31.91231310401814,24,34.708333333333336,34.53085568207099,0,,50.000000000000014,20,50.0,0,0.42500000000000004,66748,1,26,1.0,839.7201407044716,False,0.06026614159987749,0,0.2,66625,6,15,1.0,538.6846965602721,False,0.05594857692628461,0,0.2,94025,0,0,0.0,0.0,False,0.0,0,1.8830000000000005,83462.0,193,20,1.0,6849.69354271692,False,-0.07591760945111987,10,1.4610000000000003,126169,128,0,0.0,4419.949527305087,False,-0.03257694108866074,0,0.8930000000000002,129590,88,11,1.0,3588.7153000222474,False,-0.009929333016750783,0.6666666666666666,566619,0.0,0.0,13,0,0,7,3,3.0,18,25,26,168.0,61.0,11,10,26,1533,2.190620773471892,80.01210317760706
18,26,0,0,0,10.000000000000002,20,10.0,31.8613641991436,22,31.40909090909091,34.53085568207099,0,,50.00000000000002,20,50.0,0,0.42500000000000004,66978,2,26,1.0,848.3954691777336,False,0.06396523653652524,0,0.2,66886,5,13,1.0,464.1977345888668,False,0.05948064510330603,0,0.2,94025,0,0,0.0,0.0,False,0.0,0,1.8830000000000005,82771.0,205,30,1.0,7567.5053312865675,False,-0.07944958611387089,10,1.5510000000000004,125999,128,0,0.0,4419.949527305087,False,-0.033858006935445266,0,0.893,130090,78,11,1.0,3243.406743201537,False,-0.007462559934283042,0.6666666666666666,566749,0.0,0.0,13,0,0,17,3,3.0,14,31,21,240.0,78.0,15,11,21,1391,2.666632667183876,82.67873584479094
19,21,0,0,0,10.000000000000002,20,10.0,32.24212190778176,27,35.0,31.535712559851454,43,17.093023255813954,50.00000000000003,20,50.0,0,0.42500000000000004,67253,3,25,1.0,836.0530476945439,False,0.06820878490682365,3,0.23,67272,4,10,1.0,362.42121907781757,False,0.06477049107401582,0,0.2,94025,0,0,0.0,0.0,False,0.0,13,2.0130000000000003,81982.0,222,10,1.0,7473.108189126065,False,-0.08834295033700575,9,1.6310000000000004,125118,171,0,0.0,5392.606847734599,False,-0.03683212443017212,0,0.8930000000000002,130640,68,10,1.0,2644.4284540698995,False,-0.005574789927544851,0.6666666666666666,566290,0.0,0.0,15,0,0,11,6,5.1,12,23,22,117.0,63.0,9,12,22,1931,4.82596599124372,87.50470183603466
20,22,0,0,0,10.000000000000002,20,10.0,32.39895356564283,14,34.642857142857146,30.080283532270876,24,16.416666666666668,50.00000000000002,20,50.0,0,0.42500000000000004,67598,7,21,1.0,750.3780248784993,False,0.07297851637631021,0,0.227,67212,0,20,1.0,647.9790713128566,False,0.06607718288329002,0,0.2,94025,0,0,0.0,0.0,False,0.0,14,2.1400000000000006,81264.0,226,10,1.0,7622.966341157988,False,-0.0951823114003829,8,1.7020000000000004,124887,179,0,0.0,5384.370752276487,False,-0.03860389914139774,2,0.9130000000000003,130848,74,10,1.0,2725.9409813880447,False,-0.003700241965501523,0.6666666666666666,565834,0.0,0.0,13,0,0,8,5,4.380952380952381,15,23,25,147.0,50.0,9,13,25,1255,2.8476015385240316,90.35230337455869
21,25,0,0,0,10.000000000000002,20,10.0,32.39895356564283,0,,30.530090110075022,19,35.8421052631579,50.00000000000002,20,50.0,0,0.42500000000000004,67488,8,31,1.0,1084.3675605349276,False,0.07387819700501137,0,0.227,67122,0,29,0.9,939.569653403642,False,0.06695792938755844,0,0.2,94025,0,0,0.0,0.0,False,0.0,9,2.2160000000000006,81594.0,216,10,1.0,7303.474871279601,False,-0.09337157739282312,14,1.834,123901,198,0,0.0,6044.957841794854,False,-0.04354509411389862,0,0.911,131148,64,14,1.0,2653.925767044802,False,-0.0017108793874816212,0.65,565278,0.0,0.0,9,0,0,9,6,5.818181818181818,13,22,26,129.0,64.0,8,17,26,620,3.104150409810245,93.45645378436893
22,26,0,0,0,10.000000000000002,20,10.0,32.84164036842596,34,35.35294117647059,30.86132451255457,4,49.0,50.00000000000002,20,50.0,0,0.42500000000000004,68080,10,21,1.0,789.6744477369452,False,0.08089719374693714,0,0.227,67532,0,23,0.8,755.3577284737971,False,0.07197598838574415,0,0.2,94025,0,0,0.0,0.0,False,0.0,0,2.2070000000000003,80588.0,240,16,1.0,8375.774880623105,False,-0.09836865258908219,10,1.9200000000000004,123535,202,0,0.0,6233.987551536024,False,-0.04559091968645524,0,0.911,131648,54,14,1.0,2366.511523677947,False,0.0009740302470119799,0.6333333333333333,565408,0.0,0.0,17,0,0,12,3,3.0,15,27,25,189.0,69.0,13,13,25,2098,2.976488552056253,96.43294233642519
23,25,0,0,0,10.000000000000002,20,10.0,32.938881663610985,14,34.357142857142854,30.180707678592874,9,15.0,50.000000000000014,20,50.0,0,0.42500000000000004,68451,11,17,1.0,669.9609882813868,False,0.08580868972597776,0,0.227,67442,0,32,0.9,1054.0442132355515,False,0.07291274043595543,0,0.2,94025,0,0,0.0,0.0,False,0.0,0,2.2070000000000003,80242.0,244,17,1.0,8550.159156457159,False,-0.10112119565829741,8,1.9900000000000002,123278,211,0,0.0,6368.129320183097,False,-0.04702216500059118,0,0.911,132248,44,12,1.0,1927.9511378580867,False,0.003843013435585348,0.65,565686,0.0,0.0,13,0,0,11,3,3.0,14,25,25,165.0,60.0,10,15,25,1416,2.3665321096777916,98.79947444610298
24,25,0,0,0,10.000000000000002,20,10.0,32.991117544515795,29,33.3448275862069,32.20326290815466,65,38.07692307692308,50.00000000000002,20,50.0,2,0.44500000000000006,68922,11,10,1.0,439.91117544515794,False,0.09142787036657583,0,0.227,67682,0,32,1.0,1055.7157614245054,False,0.07671441011384773,0,0.2,94025,0,0,0.0,0.0,False,0.0,48,2.6870000000000007,79207.0,263,10,1.0,8998.696543289201,False,-0.10974370357197978,9,2.0720000000000005,122601,222,0,0.0,7149.124365610335,False,-0.049181156404536734,0,0.911,130851,88,11,1.0,3383.887135917611,False,-0.0011985986047022205,0.6666666666666666,563288,0.0,0.0,14,0,0,12,6,4.965728274173807,13,25,28,153.0,87.0,11,14,28,1618,2.1551488572731614,100.95462330337614
25,28,0,0,0,10.000000000000002,20,10.0,33.088539532309596,14,34.5,31.167680628008522,15,15.4,50.00000000000002,20,50.0,4,0.4830000000000001,69203,10,10,1.0,430.88539532309596,False,0.09579230777682006,0,0.227,67572,1,42,1.0,1399.718660357003,False,0.07769312281260458,0,0.2,94025,0,0,0.0,0.0,False,0.0,5,2.6890000000000005,78760.0,267,10,1.0,9146.316861406747,False,-0.11371275266468091,8,2.1430000000000002,122344,231,0,0.0,7199.7342250699685,False,-0.050927136648016014,1,0.921,131296,84,10,1.0,3118.085172752716,False,0.0011532801794725525,0.6666666666666666,563200,0.0,0.0,12,0,0,12,6,5.404761904761905,15,27,19,204.0,75.0,13,15,19,1130,2.146673950366676,103.10129725374281
26,19,0,0,0,10.000000000000002,20,10.0,33.34039540195282,26,35.23076923076923,29.448613753828628,28,16.0,50.000000000000014,20,50.0,0,0.4790000000000001,69423,12,10,1.0,453.4039540195282,False,0.09944280942399003,0,0.227,68068,0,35,0.9,1166.9138390683486,False,0.08368519209998698,0,0.2,94025,0,0,0.0,0.0,False,0.0,18,2.8640000000000003,77455.0,283,10,1.0,9729.818036290933,False,-0.12448913567513463,14,2.275000000000001,121896,240,0,0.0,7067.667300918871,False,-0.0548007290737183,0,0.9200000000000002,131292,93,14,1.0,3438.7210791060625,False,0.002331242479789435,0.65,562159,0.0,0.0,12,0,0,9,7,6.9,11,20,28,126.0,96.0,7,12,28,1560,1.8002347825095057,104.90153203625232
27,28,0,0,0,10.000000000000002,20,10.0,33.37195012114899,10,34.0,28.866912455840907,20,22.4,50.00000000000002,20,50.0,0,0.47900000000000004,69283,16,20,1.0,827.4390024229798,False,0.10018499607279395,0,0.227,68348,0,31,0.6,1034.5304537556187,False,0.08706022457581379,0,0.2,94025,0,0,0.0,0.0,False,0.0,10,2.946000000000001,77141.0,283,10,1.0,9732.931008843574,False,-0.1278121190702282,13,2.3910000000000005,121490,248,0,0.0,7158.994289048545,False,-0.05751611019785482,0,0.9200000000000002,131314,95,17,1.0,3592.3566833048867,False,0.0030759019581652223,0.6,561601,0.0,0.0,12,0,0,12,7,6.5,17,29,28,240.0,85.0,15,13,28,1010,2.5331357419490814,107.4346677782014
28,28,0,0,0,10.000000000000002,20,10.0,33.655299162426836,27,35.629629629629626,28.357018322845406,9,16.0,50.00000000000002,20,50.0,0,0.4790000000000001,69795,16,13,1.0,597.5188891115489,False,0.10645239849338244,0,0.227,68598,0,31,1.0,1043.3142740352318,False,0.09107588219443741,0,0.2,94025,0,0,0.0,0.0,False,0.0,0,2.936000000000001,76323.0,300,11,1.0,10408.51695027935,False,-0.13291934618303985,10,2.4780000000000006,121163,257,0,0.0,7287.75370897127,False,-0.05949513304633217,0,0.9200000000000002,131814,85,17,1.0,3260.34655744186,False,0.005592781410385171,0.6666666666666666,561718,0.0,0.0,15,0,0,15,4,4.0,14,29,27,237.0,99.0,14,14,27,1806,2.3085921490564942,109.7432599272579
29,27,0,0,0,10.000000000000002,20,10.0,32.4911409439714,11,12.0,28.357018322845406,0,,50.000000000000014,20,50.0,0,0.4790000000000001,69705,15,23,1.0,897.2962417113422,False,0.10739776039235462,0,0.227,68620,1,30,1.0,984.7342283191421,False,0.09096080685334759,0,0.2,94025,0,0,0.0,0.0,False,0.0,0,2.936000000000001,76191.0,301,21,1.0,10375.330808915145,False,-0.13449970322299845,10,2.568000000000001,120987,257,0,0.0,7287.75370897127,False,-0.060821412981826736,0,0.9200000000000002,132314,75,17,1.0,2976.7763742134057,False,0.00829217485122077,0.6666666666666666,561842,0.0,0.0,12,0,0,16,4,4.0,12,28,21,192.0,99.0,14,13,21,832,2.4637685092166066,112.2070284364745
30,21,0,0,0,10.000000000000002,20,10.0,32.6683947944032,14,35.0,30.01326544143367,35,39.68571428571428,50.000000000000014,20,50.0,0,0.4790000000000001,69625,13,33,1.0,1208.0570282153055,False,0.1085876639953851,0,0.227,68990,3,26,1.0,879.3782646544831,False,0.09596983634297147,0,0.2,94025,0,0,0.0,0.0,False,0.0,14,3.076000000000001,76496.0,305,10,1.0,10263.993066707313,False,-0.13184794965856259,10,2.6580000000000004,119419,292,0,0.0,8763.873508898632,False,-0.06707557719967058,0,0.9200000000000002,132814,65,17,1.0,2800.862253693189,False,0.011397199189511707,0.6666666666666666,561369,0.0,0.0,15,0,0,11,6,5.086956521739131,13,24,28,150.0,93.0,10,11,28,1190,2.1455592568963766,114.35258769337088
31,28,0,0,0,10.000000000000002,20,10.0,32.728755570211774,36,33.02777777777778,30.409959071911135,33,33.0,50.000000000000014,20,50.0,0,0.47900000000000004,70142,14,24,1.0,925.4901336850826,False,0.11451846987912462,0,0.227,69462,2,19,1.0,641.8463558340237,False,0.10154574866483043,0,0.2,94025,0,0,0.0,0.0,False,0.0,23,3.2920000000000007,75499.0,331,10,1.0,11137.317684459209,False,-0.1378074039645881,10,2.7480000000000007,119241,292,0,0.0,8879.70804899805,False,-0.06798048240042329,0,0.9200000000000002,132225,88,17,1.0,3526.0763983281804,False,0.009691174203584646,0.6666666666666666,560594,0.0,0.0,13,0,0,13,5,4.696969696969697,17,30,25,255.0,83.0,15,13,25,1889,2.773690483532846,117.12627817690372
32,25,0,0,0,10.000000000000002,20,10.0,32.760872807848386,5,34.0,29.92980777498627,9,18.0,50.000000000000014,20,50.0,0,0.4790000000000001,70062,12,34,1.0,1233.8696754668451,False,0.11568957912759945,0,0.227,69512,4,24,1.0,826.2609473883613,False,0.10379053628562245,0,0.2,94025,0,0,0.0,0.0,False,0.0,0,3.2690000000000006,75491.0,326,11,1.0,11009.272420883424,False,-0.1385733984531592,12,2.858,118839,301,0,0.0,9008.872140270867,False,-0.07052315662058273,0,0.9200000000000002,132625,78,19,1.0,3284.525006448929,False,0.011795319612548824,0.6666666666666666,560554,0.0,0.0,13,0,0,10,4,4.0,16,26,25,159.0,66.0,13,12,25,932,2.946251784451306,120.07252996135503
