index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
87,6,0,0,0,10.0,20,10.0,27.703770158993773,15,34.333333333333336,31.264540518109904,3,52.0,45.00000000000001,10,45.0,0,2.162000000000001,68561,26,48,1.0,1589.780967631701,False,0.2874200045258362,0,10.163000000000002,5863,862,0,0.0,8620.0,False,-0.8111634986634987,0,1.9190000000000003,83864,33,20,1.0,1539.5152256089925,False,-0.01972783843769775,0,13.943000000000001,-64321.55555555556,1384,0,0.0,38342.01790004738,True,-1.5229570937782397,0,0.2,112615,0,6,0.0,270.00000000000006,False,0.00039039625219597894,10,7.950000000000002,45877,2416,0,0.0,75535.12989175353,False,-0.2578517120128762,0.3333333333333333,316780,0.0,0.125,13,0,0,2,5,5.0,3,5,4,86.0,3.0,5,1,4,871,0.7853592800092883,200.19420438521774
88,4,0,0,0,10.0,20,10.0,26.90702142358225,5,4.0,33.32576347352587,21,54.0,45.00000000000001,11,45.0,0,2.1620000000000004,68461,26,58,1.0,1820.6072425677705,False,0.28770611117619344,5,10.213000000000001,5643,872,0,0.0,8720.0,False,-0.8143191268191268,1,1.9290000000000003,84936,28,10,1.0,1086.6542345955618,False,-0.009934013026885532,0,13.943000000000003,-64321.55555555556,1384,0,0.0,37239.317650237834,True,-1.5293431174402243,0,0.2,112615,0,6,0.0,270.00000000000006,False,0.00039039625219597894,11,8.05,44543,2437,0,0.0,81214.88558498253,False,-0.2444905968405297,0.3333333333333333,316198,0.0,0.125,10,0,0,4,7,6.0476190476190474,0,4,7,57.0,0.0,4,0,7,200,0.9174152800114825,201.11161966522923
89,7,0,0,0,10.0,20,10.0,27.675401133011604,15,34.53333333333333,33.32576347352587,0,,45.0,9,45.0,0,2.1620000000000004,68869,27,53,1.0,1736.796260049615,False,0.29450174729033285,0,10.208,5553,881,0,0.0,8810.0,False,-0.8151544401544402,0,1.9280000000000004,84418,33,20,1.0,1579.8035068599002,False,-0.013077802640467595,0,13.943000000000001,-64321.55555555556,1384,0,0.0,38302.75516808806,True,-1.5231844744606777,0,0.2,112615,0,6,0.0,270.0,False,0.00039039625219597894,9,8.129000000000001,44394,2437,0,0.0,81214.88558498253,False,-0.2458126205127388,0.3333333333333333,315849,0.0,0.125,11,0,0,3,5,5.0,3,6,7,86.0,3.0,6,1,7,718,1.2394220779533498,202.35104174318258
90,7,0,0,0,10.0,20,10.0,27.57098522258739,21,26.904761904761905,33.32576347352587,0,,44.99999999999999,11,45.0,0,2.1620000000000004,69350,25,46,1.0,1518.26532023902,False,0.30140207640554467,4,10.248000000000003,5325,893,0,0.0,8930.0,False,-0.8182729432729433,0,1.9280000000000004,83853,44,30,1.0,2212.896253999621,False,-0.015955521653522743,0,13.943000000000001,-64321.55555555556,1384,0,0.0,38158.24354806095,True,-1.5240213788008048,0,0.2,112615,0,6,0.0,269.99999999999994,False,0.00039039625219597894,11,8.230000000000002,44193,2437,0,0.0,81214.88558498253,False,-0.2475960215739068,0.3333333333333333,315336,0.0,0.125,9,0,0,2,6,6.0,4,6,4,89.0,3.0,6,1,4,761,0.8612326320144348,203.212274375197
91,4,0,0,0,10.0,20,10.0,27.39609158204124,1,3.0,32.86035755226083,7,19.0,45.0,10,45.0,0,2.162000000000001,69200,30,56,1.0,1834.1811285943095,False,0.301549795149561,1,10.254000000000001,5250,898,0,0.0,8980.0,False,-0.8192010692010692,0,1.9280000000000004,83983,35,33,1.0,2043.2550045960509,False,-0.01543223065084464,0,13.943000000000001,-64321.55555555556,1384,0,0.0,37916.19074954508,True,-1.5254231694497493,0,0.2,112615,0,6,0.0,270.0,False,0.00039039625219597894,10,8.319000000000003,43885,2444,0,0.0,80310.71385772547,False,-0.25433999140362773,0.3333333333333333,314933,0.0,0.125,9,0,0,1,6,6.0,3,4,6,72.0,0.0,4,0,6,333,0.8034894929733127,204.01576386817032
92,6,0,0,0,10.0,20,10.0,27.39609158204124,0,,32.86035755226083,0,,45.0,6,45.0,0,2.1620000000000004,69110,29,66,1.0,2098.1420444147216,False,0.3023290581787822,0,10.253000000000002,5140,909,0,0.0,9090.0,False,-0.8202220077220077,0,1.9280000000000004,83983,25,43,1.0,2097.8976642982466,False,-0.015115780810670713,0,13.943000000000001,-64321.55555555556,1384,0,0.0,37916.19074954508,True,-1.5254231694497493,0,0.2,112615,0,6,0.0,270.0,False,0.00039039625219597894,6,8.369000000000002,43815,2444,0,0.0,80310.71385772547,False,-0.25496107635030313,0.3333333333333333,314663,0.0,0.125,10,0,0,1,2,2.0,4,5,4,85.0,3.0,5,1,4,200,0.7948048759717494,204.81056874414207
93,4,0,0,0,10.0,20,10.0,27.985475815107954,36,30.055555555555557,32.245621845110925,9,19.0,44.99999999999999,11,45.0,0,2.1620000000000004,70060,31,46,1.0,1597.331887494966,False,0.3153153018961146,6,10.313,4895,917,0,0.0,9170.0,False,-0.824027324027324,0,1.9280000000000004,83072,51,44,1.0,2846.0666277553864,False,-0.02133461535752121,0,13.943000000000003,-64321.55555555556,1384,0,0.0,38731.89852810941,True,-1.52069919375819,0,0.2,112615,0,6,0.0,269.99999999999994,False,0.00039039625219597894,11,8.473,43443,2453,0,0.0,79098.5103860571,False,-0.26363942298521337,0.3333333333333333,314085,0.0,0.125,13,0,0,3,7,7.0,1,4,6,57.0,0.0,4,0,6,1441,0.7864684249507263,205.5970371690928
94,6,0,0,0,10.0,20,10.0,27.985475815107954,0,,32.58103794448418,3,53.0,44.99999999999999,13,45.0,0,2.1620000000000004,69950,32,56,1.0,1887.1866456460455,False,0.3159636420185445,0,10.307000000000002,4805,926,0,0.0,9260.0,False,-0.8248626373626373,0,1.9280000000000004,83231,41,51,1.0,2809.0374435881195,False,-0.01970744035820037,0,13.943000000000001,-64321.55555555556,1384,0,0.0,38731.89852810941,True,-1.52069919375819,0,0.2,112615,0,6,0.0,269.99999999999994,False,0.00039039625219597894,13,8.592,43024,2456,0,0.0,80019.02919165314,False,-0.2632733430711181,0.3333333333333333,313625,0.0,0.125,11,0,0,2,6,6.0,4,6,7,106.0,0.0,6,0,7,359,0.8959752219961956,206.493012391089
95,7,0,0,0,10.0,20,10.0,28.776068831623782,16,36.0,31.339431718154675,16,18.375,44.99999999999999,9,45.0,0,2.162000000000001,70436,31,50,1.0,1748.8034415811892,False,0.3237006556428312,0,10.307000000000002,4695,937,0,0.0,9370.0,False,-0.8258835758835759,0,1.9280000000000004,82949,47,45,1.0,2762.7496624032783,False,-0.02324177547052087,0,13.943000000000001,-64321.55555555556,1384,0,0.0,39826.079262967316,True,-1.5143625088209216,0,0.2,112615,0,6,0.0,269.99999999999994,False,0.00039039625219597894,9,8.669000000000002,42590,2472,0,0.0,77471.07520727835,False,-0.2784276116299116,0.3333333333333333,313285,0.0,0.125,11,0,0,3,4,4.0,3,6,5,94.0,3.0,6,1,5,1070,0.8864002309856005,207.3794126220746
96,5,0,0,0,10.0,20,10.0,28.831058619697398,12,29.5,30.90586048578137,6,19.0,44.99999999999999,9,45.0,0,2.1620000000000004,70676,32,50,1.0,1761.5529309848698,False,0.3282739914146948,2,10.327000000000002,4553,946,0,0.0,9460.0,False,-0.8276841401841402,0,1.9280000000000004,82709,49,49,1.0,2927.1090361684596,False,-0.025069732350160058,0,13.943000000000003,-64321.55555555556,1384,0,0.0,39902.1851296612,True,-1.5139217599722594,0,0.2,112615,0,6,0.0,269.99999999999994,False,0.00039039625219597894,9,8.750000000000002,42331,2478,0,0.0,76584.72228376624,False,-0.2846577720628615,0.3333333333333333,312884,0.0,0.125,13,0,0,2,5,5.0,2,4,3,54.0,3.0,4,1,3,664,0.8555532799800858,208.23496590205468
97,3,0,0,0,10.0,20,10.0,28.727475420130887,1,14.0,30.5892361653797,13,26.846153846153847,44.99999999999999,14,45.0,0,2.1620000000000004,70576,32,60,1.0,2043.6485252078533,False,0.3290359419105273,1,10.335,4439,956,0,0.0,9560.0,False,-0.8288721413721414,0,1.9280000000000004,83044,40,46,1.0,2556.2038804127014,False,-0.023337596393129784,0,13.943000000000001,-64321.55555555556,1384,0,0.0,39758.825981461145,True,-1.5147519900485884,0,0.2,112615,0,6,0.0,269.99999999999994,False,0.00039039625219597894,14,8.881,41688,2491,0,0.0,76197.78728796083,False,-0.29207944879615627,0.3333333333333333,312362,0.0,0.125,11,0,0,2,7,7.0,1,3,6,54.0,0.0,3,0,6,549,0.5618022269918583,208.79676812904654
98,6,0,0,0,10.0,20,10.0,29.225431352279085,17,33.0,30.5892361653797,0,,44.99999999999999,7,45.0,0,2.1620000000000004,71047,31,53,1.0,1858.9478616707916,False,0.3360646334057653,0,10.334000000000001,4329,967,0,0.0,9670.0,False,-0.8298930798930799,0,1.9280000000000004,82483,47,56,1.0,3086.59249881838,False,-0.026763771622720367,0,13.943000000000001,-64321.55555555556,1384,0,0.0,40447.99699155425,True,-1.5107608216613786,0,0.2,112615,0,6,0.0,269.99999999999994,False,0.00039039625219597894,7,8.937000000000001,41588,2491,0,0.0,76197.78728796083,False,-0.2929667130056926,0.3333333333333333,312062,0.0,0.125,11,0,0,3,4,4.0,2,5,3,84.0,3.0,5,1,3,761,0.8338419130304828,209.63061004207702
99,3,0,0,0,10.0,20,10.0,28.684185454729164,3,5.0,33.09559346024868,21,51.0,44.999999999999986,13,45.0,0,2.162000000000001,70977,28,63,1.0,2087.103683647937,False,0.3368828304466878,3,10.364,4130,980,0,0.0,9800.0,False,-0.8323804573804574,0,1.9280000000000004,83539,40,45,1.0,2636.669123900357,False,-0.01713825402839828,0,13.943000000000001,-64321.55555555556,1384,0,0.0,39698.91266934516,True,-1.5150989636063679,0,0.2,112615,0,6,0.0,269.9999999999999,False,0.00039039625219597894,13,9.06,40248,2512,0,0.0,83136.13077214468,False,-0.27407533417855,0.3333333333333333,311509,0.0,0.125,12,0,0,2,8,8.0,1,3,7,54.0,0.0,3,0,7,1271,0.6823586669634096,210.31296870904043
100,7,0,0,0,10.0,20,10.0,29.158017458599726,11,34.36363636363637,33.70927156629134,5,52.6,44.99999999999998,8,45.0,0,2.1620000000000004,71245,29,62,1.0,2097.7970824331833,False,0.34195683362816665,0,10.361000000000002,4040,989,0,0.0,9890.0,False,-0.8332157707157707,0,1.9280000000000004,83424,41,50,1.0,2880.942294117156,False,-0.01705559439106553,0,13.943000000000001,-64321.55555555556,1384,0,0.0,40354.69616270202,True,-1.511301151003678,0,0.2,112615,0,6,0.0,269.9999999999999,False,0.00039039625219597894,8,9.127,39867,2517,0,0.0,84846.23653235531,False,-0.26986923263909945,0.3333333333333333,311191,0.0,0.125,12,0,0,4,4,4.0,2,6,4,89.0,3.0,6,1,4,841,1.2479352059890516,211.56090391502948
101,4,0,0,0,10.0,20,10.0,28.019523988202632,5,1.0,37.308775779289014,33,52.90909090909091,44.99999999999999,10,45.0,0,2.1620000000000004,71145,29,72,1.0,2307.4057271505894,False,0.3420460139511303,5,10.411000000000003,3805,999,0,0.0,9990.0,False,-0.8366498366498366,0,1.9280000000000004,85165,36,27,1.0,2016.039809616098,False,-0.0018993026766270084,0,13.943000000000003,-64321.55555555556,1384,0,0.0,38779.02119967244,True,-1.5204262941232536,0,0.2,112615,0,6,0.0,269.99999999999994,False,0.00039039625219597894,10,9.219000000000001,37949,2550,0,0.0,95137.37823718699,False,-0.24123215162818754,0.3333333333333333,310679,0.0,0.125,11,0,0,3,6,6.0,1,4,6,61.0,0.0,4,0,6,1946,0.7738132370286621,212.33471715205815
102,6,0,0,0,10.0,20,10.0,27.638487784873455,21,25.61904761904762,37.308775779289014,0,,44.99999999999999,10,45.0,0,2.1620000000000004,71523,34,66,1.0,2164.140193801648,False,0.3477329614066828,5,10.456000000000003,3625,1004,0,0.0,10040.0,False,-0.839527027027027,0,1.9280000000000004,84627,47,37,1.0,2679.4336297227455,False,-0.004288812272127003,0,13.943000000000001,-64321.55555555556,1384,0,0.0,38251.66709426486,True,-1.5234803387704359,0,0.2,112615,0,6,0.0,269.99999999999994,False,0.00039039625219597894,10,9.309000000000003,37779,2550,0,0.0,95137.37823718699,False,-0.2427405007843993,0.3333333333333333,310169,0.0,0.125,11,0,0,2,5,5.0,3,5,5,87.0,3.0,5,1,5,728,0.8220194890163839,213.15673664107453
103,5,0,0,0,10.0,20,10.0,27.638487784873455,0,,37.308775779289014,0,,45.0,11,45.0,0,2.162000000000001,71403,36,76,1.0,2460.5250716503824,False,0.3482562840775393,0,10.451,3545,1012,0,0.0,10120.0,False,-0.8402695277695278,0,1.9280000000000004,84627,37,47,1.0,2776.1365096669015,False,-0.0037287807679969843,0,13.943000000000001,-64321.55555555556,1384,0,0.0,38251.66709426486,True,-1.5234803387704359,0,0.2,112615,0,6,0.0,270.0,False,0.00039039625219597894,11,9.409,37578,2550,0,0.0,95137.37823718699,False,-0.24452390184556727,0.3333333333333333,309768,0.0,0.125,9,0,0,2,6,6.0,3,5,7,65.0,0.0,5,0,7,200,0.8098429139936343,213.96657955506817
104,7,0,0,0,10.0,20,10.0,29.254168409114254,30,35.666666666666664,36.39633776433889,14,26.071428571428573,45.0,10,45.0,0,2.1620000000000004,72373,36,56,1.0,1998.2334309103983,False,0.36197127850191557,0,10.451,3445,1022,0,0.0,10220.0,False,-0.8411976536976536,0,1.9280000000000004,83922,57,43,1.0,3232.5301231860844,False,-0.009251363128287443,0,13.943000000000003,-64321.55555555556,1384,0,0.0,40487.76907821413,True,-1.5105304911735236,0,0.2,112615,0,6,0.0,270.0,False,0.00039039625219597894,10,9.498000000000001,37057,2564,0,0.0,93320.21002776492,False,-0.25720808995188854,0.3333333333333333,309412,0.0,0.125,13,0,0,2,3,3.0,4,6,6,86.0,3.0,6,1,6,1635,0.7717890490312129,214.73836860409938
105,6,0,0,0,10.0,20,10.0,29.613798464306797,11,34.0,36.39633776433889,0,,45.0,13,45.0,0,2.1620000000000004,72657,35,55,1.0,1978.7589155368737,False,0.36706228574711225,0,10.451000000000002,3335,1033,0,0.0,10330.0,False,-0.8422185922185922,0,1.9280000000000004,83548,58,53,1.0,3646.6062124397554,False,-0.01118520325909087,0,13.943000000000001,-64321.55555555556,1384,0,0.0,40985.49707460061,True,-1.5076480190214538,0,0.2,112615,0,6,0.0,270.0,False,0.00039039625219597894,13,9.618,36790,2564,0,0.0,93320.21002776492,False,-0.2595770853913505,0.3333333333333333,308945,0.0,0.125,12,0,0,1,6,6.0,5,6,7,101.0,0.0,6,0,7,574,0.7521665669628419,215.49053517106222
106,7,0,0,0,10.0,20,10.0,28.48391007583683,24,22.333333333333332,35.64547054827776,7,19.0,45.0,15,45.0,0,2.1620000000000004,73075,36,49,1.0,1755.7115937160047,False,0.3727512584804351,8,10.531,3014,1042,0,0.0,10420.0,False,-0.8473418473418474,0,1.9280000000000004,83145,72,56,1.0,4046.9878761638065,False,-0.01353424443654635,0,13.943000000000001,-64321.55555555556,1384,0,0.0,39421.73154495817,True,-1.5167041915178485,0,0.2,112615,0,6,0.0,270.0,False,0.00039039625219597894,15,9.755,36327,2571,0,0.0,91644.50477962212,False,-0.2711190851435499,0.3333333333333333,308176,0.0,0.125,10,0,0,3,9,9.0,3,6,4,89.0,3.0,6,1,4,861,0.9023535100277513,216.39288868108997
107,4,0,0,0,10.0,20,10.0,29.258863772822576,16,36.0,35.336945177156764,9,30.333333333333332,45.0,13,45.0,0,2.162000000000001,73561,35,43,1.0,1608.1311422313709,False,0.380402910066745,0,10.523000000000001,2904,1053,0,0.0,10530.0,False,-0.8483627858627859,0,1.9280000000000004,82842,78,57,1.0,4296.397249378097,False,-0.015599353409441553,0,13.943000000000001,-64321.55555555556,1384,0,0.0,40494.267461586445,True,-1.5104928573469352,0,0.2,112615,0,6,0.0,270.0,False,0.00039039625219597894,13,9.870000000000001,35788,2580,0,0.0,91169.31855706446,False,-0.2780095178736516,0.3333333333333333,307710,0.0,0.125,12,0,0,1,7,7.0,3,4,4,68.0,0.0,4,0,4,1049,0.6421346290153451,217.03502331010532
108,4,0,0,0,10.0,20,10.0,29.575653048783632,10,34.0,38.40699186989288,34,51.0,45.0,9,45.0,0,2.1620000000000004,73781,37,43,1.0,1641.7530810976962,False,0.38479871808265614,0,10.523000000000003,2824,1061,0,0.0,10610.0,False,-0.8491052866052866,0,1.9280000000000004,84236,78,33,1.0,3574.331669511588,False,-0.003634990389337169,0,13.943000000000001,-64321.55555555556,1384,0,0.0,40932.703819516544,True,-1.5079537584789522,0,0.2,112615,0,6,0.0,270.0,False,0.00039039625219597894,9,9.947000000000001,33912,2614,0,0.0,100395.87674789998,False,-0.25372262014489033,0.3333333333333333,307368,0.0,0.125,10,0,0,4,5,5.0,0,4,3,57.0,0.0,4,0,3,2274,0.781894942978397,217.8169182530837
109,3,0,0,0,10.0,20,10.0,27.95987396635853,9,3.7777777777777777,37.46098986435769,8,19.0,44.99999999999999,7,45.0,0,2.1620000000000004,73663,40,52,1.0,1853.9134462506436,False,0.38457745625046996,8,10.603000000000002,2537,1068,0,0.0,10680.0,False,-0.8537830412830413,0,1.9280000000000004,84354,77,35,1.0,3464.0449406621256,False,-0.00290695217194173,0,13.943000000000003,-64321.55555555556,1384,0,0.0,38696.4655694402,True,-1.5209043952284125,0,0.2,112615,0,6,0.0,269.99999999999994,False,0.00039039625219597894,7,10.008000000000003,33675,2622,0,0.0,98222.71542434586,False,-0.2654662776411821,0.3333333333333333,306844,0.0,0.125,11,0,0,1,5,5.0,2,3,7,54.0,0.0,3,0,7,364,0.725015351024922,218.54193360410864
110,7,0,0,0,10.0,20,10.0,27.95987396635853,0,,36.70442897085601,11,26.545454545454547,45.0,9,45.0,0,2.1620000000000004,73563,40,62,1.0,2133.512185914229,False,0.3853162327917493,0,10.595000000000004,2437,1078,0,0.0,10780.0,False,-0.8547111672111672,0,1.9280000000000004,84646,67,34,1.0,3121.262140755126,False,-0.0015100006905780015,0,13.943000000000001,-64321.55555555556,1384,0,0.0,38696.4655694402,True,-1.5209043952284125,0,0.2,112615,0,6,0.0,270.0,False,0.00039039625219597894,9,10.091000000000001,33236,2633,0,0.0,96642.76148026387,False,-0.276370550457545,0.3333333333333333,306497,0.0,0.125,12,0,0,4,5,5.0,2,6,5,89.0,3.0,6,1,5,492,0.9986224449821748,219.5405560490908
111,5,0,0,0,10.0,20,10.0,27.8374131164122,1,12.0,37.01907591136536,3,52.0,44.99999999999999,9,45.0,0,2.162000000000001,73465,41,71,1.0,2386.4563312652663,False,0.38584474616930203,0,10.595,2347,1087,0,0.0,10870.0,False,-0.8555464805464805,0,1.9280000000000004,84790,58,41,1.0,3132.352073117888,False,0.00022210682047029028,0,13.943000000000001,-64321.55555555556,1384,0,0.0,38526.97975311449,True,-1.5218859316283668,0,0.2,112615,0,6,0.0,269.99999999999994,False,0.00039039625219597894,9,10.172000000000002,32933,2636,0,0.0,97582.2841023591,False,-0.27489093702926604,0.3333333333333333,306150,0.0,0.125,12,0,0,3,5,5.0,2,5,7,75.0,0.0,5,0,7,368,0.8432595480117016,220.3838155971025
112,7,0,0,0,10.0,20,10.0,28.817214766018072,16,36.0,38.45299718627376,15,51.0,44.99999999999999,10,45.0,0,2.1620000000000004,73971,38,65,1.0,2253.1189597911743,False,0.39399984184540365,0,10.595,2217,1100,0,0.0,11000.0,False,-0.8567530442530442,0,1.9280000000000004,84979,64,36,1.0,3228.609643731012,False,0.0029686556385501253,0,13.943000000000003,-64321.55555555556,1384,0,0.0,39883.025236169015,True,-1.5140327198938004,0,0.2,112615,0,6,0.0,269.99999999999994,False,0.00039039625219597894,10,10.263000000000002,31999,2651,0,0.0,101938.89554081175,False,-0.2638506577253573,0.3333333333333333,305781,0.0,0.125,12,0,0,2,5,5.0,4,6,6,91.0,3.0,6,1,6,1541,0.9807575409649871,221.3645731380675
113,6,0,0,0,10.0,20,10.0,29.3363816728271,17,33.0,37.667902443028375,5,17.0,45.0,12,45.0,0,2.1620000000000004,74412,40,58,1.0,2101.5101370239718,False,0.4007787917380456,0,10.595,2137,1108,0,0.0,11080.0,False,-0.857495544995545,0,1.9280000000000004,84503,71,41,1.0,3627.267098934887,False,-0.00023589481372479694,0,13.943000000000001,-64321.55555555556,1384,0,0.0,40601.55223519271,True,-1.5098715433471073,0,0.2,112615,0,6,0.0,270.0,False,0.00039039625219597894,12,10.373000000000001,31683,2656,0,0.0,100045.94888868336,False,-0.27505213170246773,0.3333333333333333,305350,0.0,0.125,12,0,0,1,5,5.0,4,5,5,86.0,3.0,5,1,5,846,0.7564191740239039,222.1209923120914
114,5,0,0,0,10.0,20,10.0,29.80319069408111,18,33.0,36.554708180800205,7,17.0,45.0,10,45.0,0,2.1620000000000004,74936,37,50,1.0,1860.1595347040554,False,0.40826551394698596,0,10.595,2007,1121,0,0.0,11210.0,False,-0.8587021087021087,0,1.9280000000000004,84028,79,44,1.0,3962.8592247876168,False,-0.00379409045491723,0,13.943000000000001,-64321.55555555556,1384,0,0.0,41247.61592060826,True,-1.50613002067771,0,0.2,112615,0,6,0.0,270.0,False,0.00039039625219597894,10,10.461,31393,2663,0,0.0,97345.18788547095,False,-0.2896066407934318,0.3333333333333333,304979,0.0,0.125,13,0,0,1,4,4.0,4,5,3,73.0,0.0,5,0,3,913,0.7763804420246743,222.89737275411608
115,3,0,0,0,10.0,20,10.0,29.80319069408111,0,,34.43812512136309,15,17.933333333333334,45.0,10,45.0,0,2.162000000000001,74846,36,60,1.0,2148.1914416448667,False,0.4092681860859524,0,10.595,1897,1132,0,0.0,11320.0,False,-0.8597230472230473,0,1.9280000000000004,84297,69,39,1.0,3399.5070376247577,False,-0.00394091155805306,0,13.943000000000001,-64321.55555555556,1384,0,0.0,41247.61592060826,True,-1.50613002067771,0,0.2,112615,0,6,0.0,270.0,False,0.00039039625219597894,10,10.551000000000002,30952,2678,0,0.0,92225.29907501036,False,-0.3162329464491227,0.3333333333333333,304607,0.0,0.125,13,0,0,1,5,5.0,2,3,6,39.0,0.0,3,0,6,469,0.5560846070293337,223.4534573611454
116,6,0,0,0,10.0,20,10.0,29.371092247247887,16,25.9375,34.43812512136309,0,,45.0,9,45.0,0,2.1620000000000004,75151,34,59,1.0,2072.8944425876252,False,0.4142309032761697,5,10.645000000000003,1667,1144,0,0.0,11440.0,False,-0.8628786753786754,0,1.9280000000000004,83882,75,49,1.0,3890.300049490383,False,-0.005905347362715969,0,13.943000000000001,-64321.55555555556,1384,0,0.0,40649.591670191076,True,-1.5095933344969135,0,0.2,112615,0,6,0.0,270.0,False,0.00039039625219597894,9,10.631,30814,2678,0,0.0,92225.29907501036,False,-0.3174573710582828,0.3333333333333333,304129,0.0,0.125,11,0,0,3,6,6.0,2,5,7,90.0,3.0,5,1,7,585,0.7514898820081726,224.20494724315358
117,7,0,0,0,10.0,20,10.0,29.111450574054377,13,26.53846153846154,34.43812512136309,0,,45.0,10,45.0,0,2.1620000000000004,75371,36,59,1.0,2077.5755838692085,False,0.41835810424589037,3,10.670000000000003,1506,1152,0,0.0,11520.0,False,-0.8651247401247402,0,1.9280000000000004,83537,78,59,1.0,4302.542526936664,False,-0.007513913345746011,0,13.943000000000003,-64321.55555555556,1384,0,0.0,40290.24759449126,True,-1.5116743894079008,0,0.2,112615,0,6,0.0,270.0,False,0.00039039625219597894,10,10.722000000000001,30639,2678,0,0.0,92225.29907501036,False,-0.3190100834249714,0.3333333333333333,303668,0.0,0.125,10,0,0,4,7,7.0,2,6,7,87.0,3.0,6,1,7,540,0.9141521010315046,225.1190993441851
118,7,0,0,0,10.0,20,10.0,29.43931193087212,14,32.42857142857143,32.486591644433176,16,18.0,45.0,8,45.0,0,2.1620000000000004,75725,36,55,1.0,1979.1621561979666,False,0.4240158352780477,0,10.667000000000003,1406,1162,0,0.0,11620.0,False,-0.866052866052866,0,1.9280000000000004,83371,82,53,1.0,4135.812935486472,False,-0.010402185995074736,0,13.943000000000001,-64321.55555555556,1384,0,0.0,40744.00771232701,True,-1.5090465466647216,0,0.2,112615,0,6,0.0,270.0,False,0.00039039625219597894,8,10.792,30230,2694,0,0.0,87518.87789010297,False,-0.343518189403834,0.3333333333333333,303347,0.0,0.125,14,0,0,4,4,4.0,2,6,7,88.0,3.0,6,1,7,942,0.9548638869891874,226.07396323117428
119,7,0,0,0,10.0,20,10.0,29.11153778895181,16,26.5,35.66158189857457,21,54.0,44.99999999999999,10,45.0,0,2.162000000000001,75989,37,54,1.0,1942.0230406033977,False,0.4285716424172428,5,10.717000000000002,1226,1171,0,0.0,11710.0,False,-0.8685588060588061,0,1.9280000000000004,84081,88,42,1.0,4059.6017651678912,False,-0.0026199557248462453,0,13.943000000000001,-64321.55555555556,1384,0,0.0,40290.36829990931,True,-1.5116736903714618,0,0.2,112615,0,6,0.0,269.99999999999994,False,0.00039039625219597894,10,10.884000000000002,28926,2715,0,0.0,96821.19485462995,False,-0.3138200501542511,0.3333333333333333,302837,0.0,0.125,13,0,0,4,6,6.0,2,6,5,85.0,3.0,6,1,5,1708,0.9324027750408277,227.0063660062151
120,5,0,0,0,10.0,20,10.0,28.910743658855058,12,26.75,39.23554779222806,31,54.0,44.999999999999986,10,45.0,0,2.1620000000000004,76224,35,55,1.0,1940.0909012370282,False,0.43291590159300786,3,10.742000000000003,1028,1183,0,0.0,11830.0,False,-0.8711204336204336,0,1.9280000000000004,85434,90,21,1.0,3425.9134329337444,False,0.009381339593301478,0,13.943000000000003,-64321.55555555556,1384,0,0.0,40012.4692238554,True,-1.5132830761275913,0,0.2,112615,0,6,0.0,269.9999999999999,False,0.00039039625219597894,10,10.974000000000002,27080,2746,0,0.0,107740.81423745825,False,-0.2817560101615786,0.3333333333333333,302381,0.0,0.125,12,0,0,3,6,6.0,1,4,4,57.0,3.0,4,1,4,2189,0.7974857090157457,227.80385171523085
